E,pt,eta,phi
469206.0,468306.0,-0.0360682,2.14456
640905.0,136353.0,2.22902,1.83377
219861.0,58885.9,1.9912,0.254544
243756.0,23174.3,3.04376,2.2898
632762.0,445402.0,-0.882133,-2.0223
150967.0,149521.0,0.0451399,1.92006
140577.0,123671.0,-0.471465,-2.8355
33476.9,28020.3,0.586515,1.05543
241512.0,211604.0,-0.523665,-2.87365
398389.0,174813.0,1.46389,0.00597961
253501.0,170319.0,-0.949487,0.923583
2382900.0,135836.0,-3.55683,-0.764146
71955.2,70193.8,-0.211781,-1.01931
472393.0,447533.0,-0.312672,-2.01497
211519.0,193645.0,0.376641,0.922182
389204.0,58904.9,2.57507,1.46972
45358.1,39064.2,-0.558092,-2.67412
71466.2,33214.6,-1.39419,-1.51019
615371.0,609285.0,-0.0203131,-1.21179
432780.0,110038.0,-2.04533,-2.77357
52463.4,35001.6,0.936663,0.115028
58888.5,25889.7,-1.46014,0.681324
1262720.0,1044090.0,0.631651,3.01077
590481.0,576444.0,-0.208971,-0.571804
857954.0,52095.6,-3.49367,-1.99663
955324.0,528424.0,-1.183,-0.356193
288042.0,166380.0,-1.14318,0.257234
725809.0,69136.7,3.042,2.8146
67210.2,31932.3,-1.37019,-1.26181
825892.0,728968.0,-0.49763,1.08593
473128.0,421299.0,0.462495,-2.76557
291568.0,257137.0,-0.484745,2.30718
251376.0,157697.0,-1.03396,1.34404
68941.6,27428.6,-1.56598,1.93635
1018380.0,626692.0,1.06187,-1.45642
28016.2,26926.6,0.0871015,-1.40944
614543.0,575296.0,-0.355307,-0.485413
199662.0,140527.0,0.871939,-1.84119
285970.0,68779.0,2.10311,-0.630712
1076470.0,743148.0,-0.913798,-0.56743
223925.0,25489.5,2.86265,0.0197708
27724.8,25361.6,0.369147,-1.67152
436567.0,352534.0,-0.673339,2.7043
815414.0,328836.0,-1.55661,2.00291
223758.0,204065.0,0.418465,1.53688
69615.4,49550.8,-0.855169,-0.137633
60021.2,25002.0,-1.50737,-3.00839
667052.0,580342.0,0.459862,1.73178
430440.0,273763.0,-1.00362,2.44172
106143.0,53528.4,-1.29446,-2.98739
423341.0,357833.0,-0.533372,-0.00245418
351278.0,216818.0,1.06055,3.02294
116442.0,72628.3,-1.04552,-1.54744
60398.4,56700.1,-0.323079,-0.749186
44724.4,24664.7,1.19718,0.771352
843192.0,584191.0,0.903116,2.94609
258135.0,27398.9,2.93302,-3.12843
840629.0,712913.0,0.548183,-2.04658
704638.0,674342.0,-0.29297,2.81361
1327730.0,220646.0,2.48021,0.655019
1578720.0,153997.0,-3.0181,0.871064
910525.0,593018.0,0.992657,2.34555
521899.0,214347.0,1.53398,-0.539303
130363.0,115138.0,-0.491759,-2.56268
157215.0,84165.9,-1.23355,1.68783
768018.0,629718.0,-0.647538,-1.44008
74773.2,65656.5,0.501047,1.24752
1089750.0,23629.9,4.52421,-2.53681
714530.0,690375.0,-0.245399,1.29142
136646.0,56709.4,-1.52264,0.318597
803984.0,757651.0,0.172206,-1.30091
455104.0,423667.0,-0.376859,2.43949
166621.0,103318.0,1.05143,3.0155
212916.0,73999.7,-1.71386,-1.26929
40227.4,37140.2,0.401118,-0.528477
2093740.0,1892840.0,-0.450819,2.23587
750421.0,498490.0,-0.963034,-1.15378
367093.0,354105.0,-0.244828,-0.515998
343356.0,338188.0,0.0923966,-1.30348
43792.2,42999.6,-0.180354,1.65942
38814.0,37719.7,0.230288,0.0453168
1027490.0,412495.0,1.5607,-0.104149
429117.0,351709.0,0.647662,-2.3946
358214.0,107261.0,-1.87562,2.60776
759841.0,668451.0,-0.497407,1.1916
51305.3,46590.6,0.43825,1.88212
846582.0,834878.0,-0.0984103,-1.14054
433324.0,418572.0,-0.238719,-0.960567
408728.0,227863.0,-1.18785,2.20549
200970.0,137953.0,-0.916065,-0.270943
707313.0,61795.3,-3.12875,-0.788779
66021.5,23736.0,-1.68084,-0.402623
360451.0,337320.0,0.353874,-2.41893
368422.0,256604.0,-0.878349,0.874596
201557.0,173268.0,0.557924,3.07451
174187.0,64356.0,1.65124,-1.96806
136079.0,33567.5,-2.07613,-2.06134
847161.0,692787.0,0.651708,-1.88256
685075.0,679545.0,-0.0831315,-0.425854
251160.0,202453.0,0.672155,3.11818
94165.2,57240.3,-1.07366,-2.22024
426298.0,338206.0,0.698125,3.05507
407514.0,253076.0,-1.05184,0.300805
1525140.0,181896.0,2.81579,0.926007
744971.0,710954.0,-0.274344,-2.79938
87099.2,40396.9,-1.39771,-0.198044
631078.0,620650.0,0.0300147,-0.977542
224415.0,50259.9,2.17541,2.76076
46723.2,40437.7,0.523584,1.22989
28771.9,26890.9,0.360685,-3.13902
1196740.0,1117240.0,0.167219,-0.37277
235248.0,152362.0,0.991109,-0.814518
352883.0,88791.4,-2.05574,2.01255
44404.5,31646.4,-0.842474,0.798959
27882.8,27799.8,0.0406668,-1.37518
565385.0,511151.0,0.444273,0.903307
831065.0,300938.0,1.67293,-0.37869
79847.4,57065.7,-0.842301,-0.187657
108272.0,49184.6,1.42228,1.09649
547826.0,398819.0,0.816421,0.0377434
334430.0,251065.0,-0.788232,1.96693
291729.0,217543.0,0.794273,-2.53814
167765.0,77727.2,-1.40139,0.186832
81885.8,77174.9,-0.160366,1.61539
1485170.0,782498.0,-1.25446,-1.79097
1134880.0,508464.0,1.44012,0.0830524
1587330.0,700920.0,1.45636,-2.51495
1456320.0,754663.0,-1.26249,-1.2796
414828.0,407870.0,0.063983,-2.32623
184807.0,113653.0,-1.06595,-2.34417
119097.0,85991.8,-0.851179,-1.74586
66747.7,65233.7,-0.195047,0.148687
903503.0,609257.0,0.946501,1.35075
218316.0,189817.0,0.503084,-1.41053
217482.0,93031.0,-1.49117,-2.93661
89480.8,71024.5,-0.664396,-2.12352
350719.0,345187.0,0.136149,-2.72262
187614.0,120836.0,-1.00561,1.24352
420256.0,51891.7,-2.78093,1.18036
393196.0,45917.5,-2.83687,1.89679
55312.2,42435.2,0.735502,-0.986648
48446.6,32348.7,0.937256,2.94716
82240.2,23795.1,1.91033,2.9296
731060.0,730226.0,0.0183013,-2.66138
325668.0,152370.0,1.3901,2.88854
163690.0,43726.3,-1.99215,1.18985
59943.3,25554.6,1.49155,-0.358144
678088.0,597182.0,0.513009,-0.025438
70162.9,49233.3,-0.841482,-0.683192
169568.0,48434.7,-1.92291,-2.09099
601518.0,574981.0,-0.278264,-2.54797
110249.0,70403.8,1.00014,-0.422665
89137.6,39342.9,-1.44852,-0.246864
29646.1,29498.9,0.0565951,1.45848
384951.0,365096.0,-0.13468,-0.87617
692902.0,185717.0,1.99087,-2.274
108693.0,84696.6,0.728514,-0.13707
82670.5,81413.8,-0.147986,-1.57946
49872.1,24932.5,-1.30519,0.0989157
838448.0,407722.0,-1.34779,-2.10921
457482.0,371219.0,-0.663152,2.26923
204663.0,192127.0,0.346315,-1.20716
47930.9,38491.5,-0.686195,0.905249
772861.0,646810.0,0.599625,-2.57503
78151.6,41562.2,-1.23719,2.82905
971217.0,894191.0,-0.409474,-0.544216
319216.0,91020.7,1.9257,3.10266
1058250.0,1046740.0,-0.144153,-0.755743
659975.0,328835.0,-1.31457,0.653484
294916.0,282242.0,-0.129274,-0.19073
310718.0,40905.7,-2.716,3.06623
34726.6,32230.0,0.371456,-0.789365
678121.0,549424.0,0.665447,-3.04975
179042.0,128575.0,-0.852788,0.620134
748707.0,112326.0,2.58372,2.63962
51140.3,34115.9,-0.945122,-2.60512
177933.0,26168.4,-2.60419,1.00101
1173450.0,1157180.0,0.141252,-1.08192
442213.0,90623.1,2.26737,-1.2881
40051.1,24747.0,-1.049,-1.50654
499090.0,488506.0,0.185828,-0.754444
136095.0,129542.0,-0.0993871,2.93051
109902.0,44000.5,-1.56409,-0.873725
250002.0,25137.8,-2.98741,-2.18923
556445.0,547973.0,0.0183779,-1.87733
425180.0,312914.0,0.813324,-0.120307
115465.0,101532.0,0.51488,1.214
26952.0,26522.1,-0.148553,0.0430202
1287440.0,695845.0,1.22267,-2.68582
852662.0,669852.0,-0.706553,-3.03515
245719.0,218870.0,0.488269,1.49082
102223.0,89385.8,0.522129,-2.76199
487374.0,84766.9,2.43429,0.750735
83153.0,81452.1,-0.17445,-2.57671
514477.0,507666.0,0.146217,-1.48524
105045.0,85072.3,-0.655161,-1.56329
77278.9,65826.1,-0.577983,2.09897
221321.0,64261.0,1.90737,-0.378291
141724.0,62428.6,-1.45498,-2.84849
1187470.0,956850.0,0.679315,-0.780479
417152.0,393122.0,-0.30644,-0.0326445
961451.0,682291.0,0.864929,0.702786
106642.0,39859.3,1.63436,1.06534
360303.0,356611.0,-0.0205782,-1.30922
867005.0,121797.0,2.65017,-1.16871
93996.6,75548.6,0.681226,1.64779
62905.4,37263.6,1.11004,-0.673623
90871.5,25811.5,-1.92689,2.17039
416933.0,255838.0,-1.06844,-2.89875
723380.0,227875.0,1.8194,1.89684
408105.0,194246.0,1.37074,-0.459285
239860.0,59392.3,2.07284,2.64421
214129.0,208262.0,-0.156089,1.87497
163215.0,160353.0,-0.187979,-2.51723
167972.0,141666.0,0.549464,-1.99187
123379.0,72015.5,1.12998,-2.2589
181323.0,70496.7,-1.59271,2.10934
641790.0,200907.0,-1.82677,1.49558
530244.0,200493.0,1.62112,2.33874
201221.0,111981.0,-1.18469,1.91294
188846.0,59837.7,-1.81505,-2.02603
63037.8,55561.9,0.503916,2.00136
366157.0,26530.9,-3.31641,2.6505
74607.4,25315.3,1.73795,-2.19603
577915.0,444078.0,-0.75364,0.617065
381613.0,335638.0,-0.517393,-2.24023
856330.0,253261.0,-1.88845,2.06487
127204.0,45573.2,1.68475,2.88513
28424.4,26175.6,-0.386918,2.36103
415213.0,398440.0,-0.270928,-1.76567
146338.0,133727.0,0.423782,-0.760347
676382.0,129019.0,-2.34038,0.271615
295789.0,59988.0,2.27466,-1.2306
610191.0,387252.0,1.00377,0.906941
182143.0,169580.0,0.355879,-0.428317
232622.0,120045.0,1.27603,0.139639
2486510.0,1806200.0,-0.841496,0.445493
197245.0,178992.0,0.421575,2.22757
73004.5,39607.3,1.21368,-1.16257
1087780.0,1082780.0,-0.0744873,0.0449756
490869.0,457510.0,0.360369,-1.8755
204688.0,186740.0,0.400133,0.276571
613920.0,124518.0,2.27789,1.67114
1282020.0,523500.0,-1.54367,-1.62015
194670.0,154281.0,-0.702843,1.53157
793890.0,355558.0,1.439,-0.818978
352111.0,309769.0,0.512823,2.80342
920755.0,818379.0,-0.483213,1.8835
620183.0,542924.0,-0.52426,-0.834806
31884.7,30357.7,0.303266,3.13998
385258.0,383660.0,-0.0767639,0.0287552
414700.0,374335.0,0.458765,0.321267
746898.0,297781.0,1.56773,-1.73557
313394.0,116052.0,-1.64759,-1.90818
354261.0,91924.3,2.02394,2.85618
68992.8,63800.0,-0.386875,-2.87089
1115840.0,62576.7,3.57324,2.63391
142783.0,47166.6,1.76928,-0.508985
961036.0,806031.0,-0.575989,0.834614
623861.0,425681.0,-0.9288,0.921001
1065410.0,183196.0,2.44518,2.13683
281041.0,35557.3,2.75607,2.72131
739805.0,494087.0,0.952394,0.760139
411979.0,392031.0,0.308132,-0.333149
174484.0,89316.1,-1.28945,0.232602
225045.0,65886.0,-1.89829,-1.38677
417514.0,56847.1,2.68197,-1.48659
485528.0,461009.0,0.281597,0.290998
233710.0,230684.0,-0.114119,3.00028
64951.6,46833.7,0.826515,2.40098
1441000.0,591321.0,1.53838,1.87439
491558.0,402405.0,0.650743,-2.87391
171098.0,64209.0,-1.63296,0.946262
79886.4,62109.8,0.701323,1.72202
122117.0,39103.4,-1.80037,1.96798
598159.0,457697.0,0.758144,-2.56361
340601.0,262942.0,-0.743472,1.79011
1079580.0,1050820.0,-0.225081,-0.490426
104308.0,78744.5,-0.746547,2.21392
84382.6,35384.9,-1.50693,0.959676
630216.0,34642.2,3.59334,-0.38739
274995.0,246187.0,0.3889,0.925322
206179.0,173891.0,-0.551112,-0.119311
172553.0,132348.0,0.746018,-1.98082
119294.0,115311.0,0.252418,2.85746
25889.4,24619.4,-0.198989,0.594103
781108.0,399891.0,1.28543,-1.29428
215285.0,203904.0,0.271262,-0.396312
43574.8,33174.3,0.755103,0.926274
47182.9,26685.0,-1.16639,-0.995696
1061110.0,371374.0,-1.7089,-0.158553
495529.0,165785.0,-1.75786,2.42149
131558.0,129860.0,-0.138397,2.60668
29075.3,29013.8,0.060948,-2.61606
661809.0,578530.0,0.517601,2.92698
196189.0,133396.0,-0.930674,-0.121759
722120.0,67439.2,-3.06169,2.53662
82501.8,64583.5,-0.718206,1.35854
45438.7,38138.4,0.557875,1.24056
659595.0,473247.0,0.851951,1.12007
247114.0,173206.0,0.881752,-2.89273
67616.6,33862.1,1.30369,2.74142
976734.0,666423.0,0.89416,3.11916
218430.0,85748.0,-1.58211,2.44572
284775.0,60575.0,-2.22898,-0.297307
224052.0,51599.7,-2.14766,1.92901
1751340.0,806193.0,1.40904,0.629409
186669.0,143611.0,-0.753935,-1.31899
409431.0,355150.0,-0.544356,1.63979
795244.0,191064.0,2.10336,-2.01764
299077.0,66231.5,-2.1843,-2.49609
531163.0,370848.0,-0.892329,1.94041
619536.0,244119.0,1.58024,-0.0993031
112849.0,100159.0,-0.482628,1.32433
193817.0,56020.2,-1.91184,1.20485
43578.1,24452.9,1.18045,1.87837
768007.0,666857.0,0.523488,0.242102
185796.0,50111.9,1.98076,0.24636
67472.6,36324.2,1.22086,0.203556
133250.0,24154.9,2.39056,-0.466509
850305.0,755981.0,-0.487802,-0.639836
823418.0,474242.0,1.14418,2.38848
272888.0,198480.0,0.838609,-1.15208
1015260.0,491506.0,1.35044,2.95421
96845.5,96432.0,0.0259457,-2.3765
127340.0,44461.4,1.71056,2.15566
451999.0,26353.5,-3.53414,2.35084
356636.0,344234.0,-0.058314,-2.44255
341698.0,337030.0,0.147904,1.42056
475286.0,398892.0,-0.601249,-0.246739
368303.0,205079.0,1.18796,-2.2185
756314.0,654070.0,-0.549525,-0.887558
64268.3,27501.4,-1.48675,-1.17675
50969.1,24188.6,-1.37111,0.0196499
1312190.0,840809.0,1.01219,-2.4177
218210.0,157208.0,-0.842592,0.563667
153528.0,145950.0,-0.301449,-0.0217245
296419.0,89023.2,-1.87165,1.00992
63265.2,55570.2,-0.517363,1.08591
1783910.0,1555110.0,0.533032,0.979722
1302400.0,1078230.0,0.6251,-2.26005
73164.5,39148.5,1.22723,0.219037
120150.0,25797.0,2.21608,-0.242084
120949.0,25700.1,2.22934,-1.60046
898436.0,253704.0,1.93683,3.0601
273470.0,187578.0,0.922025,0.967592
210169.0,143526.0,0.929087,2.05454
131109.0,69802.8,-1.23702,-2.58597
1012930.0,990573.0,-0.163783,-0.0597716
271708.0,112187.0,-1.52794,-1.54777
567984.0,494696.0,-0.534274,-1.23996
170373.0,68126.6,-1.56323,-2.5132
53937.2,45712.7,0.546749,1.63836
43135.1,28372.9,-0.96596,-2.16615
111916.0,23884.2,2.22447,-1.68359
1116380.0,825940.0,-0.813372,1.43856
352701.0,241158.0,0.893403,-2.92974
48574.8,47608.0,0.0474864,2.81793
36843.1,33233.5,-0.425528,-2.28781
1447270.0,1398430.0,0.26126,1.86049
112402.0,101040.0,0.448601,3.10895
518853.0,69171.1,2.70367,2.28004
342901.0,335544.0,0.0273116,1.14823
306965.0,300255.0,0.129697,0.171295
292219.0,290954.0,0.00990299,-1.08568
540307.0,50872.9,3.05326,2.96949
356537.0,350727.0,-0.157077,-2.44974
244617.0,180335.0,-0.812788,0.644334
198087.0,165455.0,0.602161,1.87939
25527.6,24591.3,-0.0251009,0.73067
333999.0,329556.0,0.136488,1.24419
207082.0,197267.0,0.301094,-1.40912
86333.0,61677.4,-0.859447,2.55685
274676.0,37691.1,2.6741,-1.54947
35432.0,28842.1,-0.654472,1.94085
68542.2,23322.2,1.73822,-2.04072
512934.0,482614.0,0.331759,2.92391
691095.0,442630.0,-1.01118,-1.37299
651635.0,631460.0,0.244747,-1.35033
172137.0,140427.0,0.648658,1.32227
695769.0,636340.0,-0.419082,-1.19286
347227.0,82321.8,2.11707,-1.32719
109813.0,71382.6,-0.977686,2.66095
960199.0,832927.0,-0.539254,3.04064
488727.0,196713.0,-1.55923,-1.83982
150688.0,143259.0,-0.309122,-1.03533
1793100.0,769203.0,-1.48853,1.57294
183308.0,66712.5,1.66642,-1.58977
336020.0,215199.0,1.00779,-1.6757
397733.0,131332.0,1.77098,0.151139
663289.0,121224.0,2.3837,1.15861
103464.0,87100.5,0.595121,1.44817
81051.1,31383.4,1.59923,-1.05724
170952.0,25218.5,2.60094,2.5555
780165.0,639930.0,-0.624714,-2.81478
239134.0,148237.0,-1.05323,0.92858
632267.0,615701.0,-0.219806,-2.57833
342547.0,324452.0,0.29404,0.789725
541209.0,112409.0,2.25285,-2.63379
345681.0,241026.0,-0.896211,0.633755
233681.0,183536.0,0.718322,-1.74911
187460.0,146254.0,0.71666,-0.841675
47610.1,46492.9,-0.190257,-1.85678
746532.0,535545.0,-0.856981,0.365439
165188.0,149382.0,0.404364,1.55893
100052.0,37937.5,1.62122,-0.0656306
28940.2,25148.7,0.5154,-2.41854
1149080.0,1132860.0,-0.159879,-1.95096
373625.0,372061.0,-0.0868191,0.909282
396527.0,383789.0,0.237149,3.01623
190362.0,168094.0,-0.492061,2.98905
163204.0,86342.2,1.24421,0.21505
534691.0,394177.0,-0.817418,-0.0136967
286107.0,276770.0,0.244237,-0.730146
1367140.0,55596.5,-3.89503,-2.57907
935277.0,31636.6,4.07936,-0.393663
141398.0,26626.1,2.35312,-0.0987294
550023.0,545074.0,0.0627449,-2.07749
298645.0,39461.0,2.71192,3.12921
143840.0,31756.9,2.18981,2.12403
1138560.0,553937.0,-1.34608,-1.87919
162722.0,162332.0,-0.0249939,0.428629
688937.0,476126.0,-0.912332,-1.25859
136082.0,79728.3,1.1153,-1.09463
81798.3,66697.8,0.628444,1.90403
1243770.0,579766.0,-1.39548,-2.2155
179647.0,92170.6,1.28466,0.543229
43387.4,23591.6,1.20294,2.88638
341099.0,333967.0,-0.183257,0.612052
305329.0,248943.0,-0.598772,-1.57908
64121.8,30353.4,1.37459,0.369238
1142020.0,980998.0,-0.536415,0.0507813
147103.0,63067.9,1.48793,0.573114
269017.0,53446.0,2.29836,2.56161
798760.0,650338.0,-0.644881,1.43872
455616.0,399386.0,-0.49774,2.24335
258052.0,135409.0,1.25747,2.58729
178198.0,114399.0,-1.00957,2.69021
842715.0,391470.0,1.40008,2.04842
1230150.0,173977.0,2.64354,2.05409
87069.3,41988.7,-1.34897,1.79281
87287.4,40564.2,-1.39781,-2.74626
596158.0,584814.0,-0.137414,0.676105
115158.0,53993.1,-1.38763,-0.203337
1088290.0,1038260.0,-0.280286,0.77436
489937.0,472688.0,0.193829,-0.490405
428164.0,426759.0,0.0386877,-3.06211
84750.0,37341.1,-1.45692,2.57518
672824.0,284923.0,-1.49947,3.01629
520086.0,172195.0,1.76965,-0.452962
256567.0,86257.4,1.75271,-1.7971
417202.0,44673.3,-2.92423,-0.189912
252370.0,23215.5,3.07663,-1.06779
833870.0,704822.0,-0.58275,0.232119
1024460.0,90831.9,3.11389,1.95733
99522.5,38127.0,-1.6105,0.466544
125823.0,28278.5,-2.17166,2.69066
443337.0,372105.0,-0.563928,-1.20332
283511.0,148014.0,1.26605,2.41272
703917.0,114319.0,-2.50391,1.93787
28705.9,28082.8,0.126068,-0.976162
1424820.0,1040910.0,-0.814031,-0.175191
298821.0,139179.0,-1.39605,-0.936398
716716.0,106667.0,2.59193,-3.1236
76288.9,36777.9,1.35322,1.87441
291815.0,34992.0,-2.81045,-2.76932
1257690.0,654500.0,-1.26879,1.37137
342445.0,142851.0,-1.51826,2.86043
712315.0,676372.0,0.302346,0.0164044
316758.0,135916.0,1.4888,1.77355
178065.0,75805.2,-1.49507,3.11699
132169.0,25936.7,2.30919,-3.02853
253777.0,23355.1,3.0764,0.0246214
889165.0,848346.0,-0.307841,0.376662
1081200.0,661075.0,1.07285,-2.4113
457587.0,454374.0,0.0390335,2.32036
276135.0,261279.0,-0.301057,-2.83341
2195110.0,155249.0,-3.34078,-3.05083
45406.6,43902.7,-0.0172505,-1.53149
1155170.0,25801.5,-4.49457,0.620721
25922.6,25317.3,-0.155309,-2.16958
643895.0,582469.0,0.440773,2.69529
338674.0,35337.7,2.95011,-2.60132
736990.0,31884.4,-3.83311,2.20749
560120.0,222478.0,-1.57035,-3.02819
132808.0,127840.0,0.226957,2.37315
160354.0,104656.0,0.989998,-0.795367
112541.0,64927.9,-1.14543,2.68384
154515.0,64248.5,1.51463,0.871392
730554.0,51578.4,3.34253,-1.58471
264241.0,262312.0,-0.0392084,1.44379
789586.0,150529.0,-2.3404,-1.5203
165548.0,147275.0,0.475621,0.92676
560471.0,144426.0,-2.03028,2.88315
69517.9,68486.4,-0.134663,0.056639
40467.3,26214.4,0.99062,-0.0637691
526459.0,376606.0,0.861921,-2.84665
290545.0,277400.0,0.285881,-3.08953
495010.0,431330.0,-0.525991,-2.69464
879191.0,203769.0,2.14102,-0.81908
906398.0,118664.0,2.72192,-0.0747771
65273.8,62768.3,0.155784,1.24284
132141.0,31336.4,-2.11752,-2.49617
496361.0,329721.0,0.956082,0.398094
676849.0,290164.0,1.48798,1.89046
167551.0,150466.0,-0.455221,2.15273
184321.0,76627.5,1.52127,-1.75877
1027640.0,875043.0,0.580677,0.909104
436166.0,432998.0,-0.0826042,-2.55721
178074.0,106508.0,-1.09304,-3.09366
76074.4,32640.0,-1.48428,-2.0134
968489.0,639062.0,-0.95574,-0.656903
560560.0,474260.0,0.581363,-2.4454
375774.0,333788.0,-0.471086,0.2158
58252.7,35539.5,-1.07173,-1.83901
37757.4,34916.3,0.305038,1.12552
295747.0,22893.8,3.25007,-0.080497
490514.0,485136.0,0.132781,2.2851
2857330.0,154688.0,-3.60864,-1.35733
843432.0,632271.0,0.767564,2.23974
149723.0,118949.0,-0.668952,-1.97952
50784.5,25033.5,-1.32828,-1.81512
185475.0,24979.4,2.69291,0.47433
815342.0,479053.0,-1.12373,-1.80376
103003.0,69782.6,-0.922352,0.0869735
262344.0,50758.5,2.32546,1.7538
168844.0,40591.4,-2.10331,-2.56739
35201.6,34877.8,-0.0430749,2.86514
1683170.0,1370680.0,0.643784,-2.09605
786037.0,496458.0,1.02462,1.11117
362938.0,209351.0,1.14523,1.89461
388771.0,377998.0,-0.231059,0.636111
548182.0,200600.0,-1.66132,0.832287
159195.0,153913.0,-0.126408,-2.94979
640148.0,571773.0,-0.466542,3.12187
172729.0,134706.0,-0.714269,0.830302
507389.0,426948.0,-0.591401,-1.0808
84830.2,57937.8,0.923773,-0.143206
59754.3,52036.8,0.48945,-1.3733
356969.0,43585.6,-2.7919,-0.0397375
164193.0,23843.5,-2.6172,-0.638759
564757.0,537504.0,-0.286959,2.18306
206605.0,142195.0,-0.912443,-1.55682
378545.0,100056.0,2.00516,-1.00912
304314.0,60229.0,-2.30262,-2.76789
1691610.0,344558.0,2.27365,0.108136
386499.0,238075.0,1.05023,3.05815
89432.9,38901.1,1.46992,2.53068
523159.0,435930.0,0.587436,-2.04255
436170.0,297721.0,-0.929904,0.0724088
78393.5,69676.5,0.445596,3.04322
639770.0,600607.0,-0.346136,3.04626
1119310.0,120570.0,-2.91802,-0.64188
206835.0,42771.2,-2.25769,-0.276749
33385.9,25271.5,-0.764486,-1.36937
866450.0,458396.0,1.24836,3.04822
300606.0,213475.0,0.871422,-0.323653
135198.0,38493.5,-1.92736,0.367393
434360.0,410233.0,-0.230337,-2.02537
480825.0,202979.0,-1.50595,0.265177
273885.0,78521.7,-1.92012,-2.01503
63767.7,46003.7,-0.84894,0.473957
2283400.0,1732810.0,0.749386,-1.32716
183033.0,175759.0,-0.187775,-1.58497
63497.5,44990.3,-0.854234,-2.36766
527860.0,443897.0,-0.5921,1.87368
455886.0,226513.0,-1.32046,2.37331
293356.0,196882.0,0.942934,-1.20031
112161.0,49210.9,-1.46061,-1.99719
88456.7,28909.8,-1.78152,-0.44521
500574.0,482057.0,-0.112497,-2.36389
992413.0,158962.0,-2.51795,-1.57752
255989.0,87376.5,1.73617,3.11868
79403.6,71800.5,0.422971,-3.11883
520137.0,54596.9,-2.94377,1.32355
151529.0,38680.3,2.03997,-1.0736
545892.0,502361.0,-0.287083,2.66933
172935.0,98601.4,1.15833,3.01472
606494.0,65925.8,-2.90908,0.383508
54717.3,53773.2,0.17459,-2.86026
506206.0,272481.0,1.22811,-2.70756
245066.0,230190.0,0.335979,2.91642
203738.0,104288.0,-1.27955,-0.528983
149343.0,39841.5,1.99547,-1.99252
212347.0,31623.1,-2.59143,-0.415033
471461.0,346319.0,-0.811614,-2.87776
135047.0,116007.0,-0.549797,-1.5369
93142.8,89324.0,-0.26057,-2.20575
605525.0,87260.6,2.62471,0.562019
912270.0,54847.7,-3.50345,-0.0661864
1105720.0,553042.0,-1.30307,0.933048
189814.0,136169.0,-0.858898,2.86061
76581.2,75466.3,0.112531,0.934677
45504.6,32873.2,-0.845723,0.410102
323536.0,296685.0,-0.413744,-1.09772
371108.0,168931.0,-1.41955,-2.82563
264241.0,87793.0,-1.76115,-1.58343
227279.0,81452.0,1.68448,1.89018
835890.0,646438.0,0.746412,1.35029
276557.0,135288.0,-1.33868,-1.81353
572546.0,31441.7,3.5942,-1.9774
477453.0,465448.0,-0.132255,-2.05894
370775.0,196846.0,-1.23565,-2.44781
1019640.0,438358.0,-1.48709,1.53718
325798.0,324615.0,0.0275283,0.209549
1380700.0,656949.0,1.37281,2.18967
79809.5,71999.6,-0.437134,-0.95043
799002.0,25405.8,4.14123,1.26122
839657.0,802276.0,0.298166,-2.49625
177119.0,34196.3,-2.32667,2.4425
90942.2,25849.3,-1.92833,1.23102
434905.0,415793.0,-0.181847,2.97318
594713.0,394942.0,-0.963784,2.3262
133607.0,24224.2,-2.39122,1.66705
1625390.0,1107310.0,-0.930372,-1.85874
488239.0,421125.0,0.550305,2.10093
276610.0,167587.0,-1.07954,1.34546
765343.0,757635.0,0.0258325,1.28283
624192.0,93770.7,-2.58287,-2.89383
77286.7,61114.7,0.697321,0.181739
173327.0,32709.8,-2.35122,0.571205
142066.0,25778.9,-2.39066,1.55521
1641520.0,282536.0,-2.44495,-0.31396
119834.0,107935.0,0.445178,-0.85481
276554.0,88928.6,-1.80023,-2.817
72095.2,55755.8,-0.736526,0.643722
47284.2,37733.0,-0.665496,-1.82477
32157.4,29527.7,-0.354055,-2.95388
596667.0,401302.0,0.948596,-2.32234
739202.0,360958.0,-1.34339,2.02465
153789.0,54321.6,1.69653,-0.662154
61437.0,43919.1,0.857677,1.19631
553164.0,395111.0,-0.865678,1.11654
292703.0,263148.0,0.44847,-1.05994
767030.0,753263.0,0.131562,-2.19375
198633.0,67877.5,1.73384,-1.06336
60471.5,53794.5,-0.4708,0.311251
1200730.0,447899.0,-1.64148,0.590912
611361.0,231145.0,-1.62613,-1.3904
2436810.0,864761.0,1.69522,2.46676
466900.0,463624.0,0.0448391,-1.64934
83762.9,40721.5,-1.34659,1.37381
573238.0,433549.0,0.726896,-2.73407
244318.0,230883.0,0.332052,1.04309
87170.7,56276.5,1.00006,1.99293
147289.0,47225.5,1.80211,-2.97432
406801.0,33386.5,-3.1913,1.81945
751739.0,739034.0,0.177065,0.477595
252021.0,246351.0,0.128391,-2.3677
1464890.0,200125.0,2.6788,2.16743
47714.9,28477.5,-1.09401,0.346441
646724.0,643947.0,0.0764795,-1.18036
176740.0,40575.2,2.14883,-2.02995
149634.0,36876.1,-2.07618,-2.34915
1103670.0,1093120.0,0.0222784,-2.74017
42567.0,35831.3,0.594984,2.97428
376660.0,304243.0,-0.675618,2.27456
188042.0,186725.0,-0.0170336,-1.91372
142875.0,105240.0,0.810585,2.48033
